Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,weight,total inventory weight
Cooking Essentials,Everest Shahi Paneer Masala,0.42,4,5,0.4,50,FALSE,50,low,250
Munchies,Everest Shahi Paneer Masala,0.42,4,5,0.4,50,FALSE,50,low,250
Packaged Food,MTR Seviyan Vermicelli ,0.42,0,2,0.42,400,FALSE,400,low,800
Ice Cream & Desserts,MTR Seviyan Vermicelli ,0.42,0,2,0.42,400,FALSE,400,low,800
Chocolates & Candies,MTR Seviyan Vermicelli ,0.42,0,2,0.42,400,FALSE,400,low,800
Fruits & Vegetables,Muskmelon,0.42,16,3,0.35,58,FALSE,1,low,174
Cooking Essentials,Smith & Jones Mutter Paneer Masala,0.42,0,6,0.42,60,FALSE,60,low,360
Munchies,Smith & Jones Mutter Paneer Masala,0.42,0,6,0.42,60,FALSE,60,low,360
Personal Care,Stayfree Secure Dry Cover Extra Large Sanitary Pad,0.42,2,0,0.41,406,TRUE,7,low,0
Paan Corner,Stayfree Secure Dry Cover Extra Large Sanitary Pad,0.42,2,0,0.41,406,TRUE,7,low,0
Health & Hygiene,Stayfree Secure Dry Cover Extra Large Sanitary Pad,0.42,2,0,0.41,406,TRUE,7,low,0
Fruits & Vegetables,Tomato Hybrid,0.42,16,3,0.35,1000,FALSE,1,low,3000
Fruits & Vegetables,Zucchini Yellow,0.42,16,3,0.35,250,FALSE,500,low,750
Fruits & Vegetables,Safal Frozen Corn,0.41,4,0,0.39,200,TRUE,200,low,0
Packaged Food,Safal Frozen Corn,0.41,4,0,0.39,200,TRUE,200,low,0
Ice Cream & Desserts,Safal Frozen Corn,0.41,4,0,0.39,200,TRUE,200,low,0
Chocolates & Candies,Safal Frozen Corn,0.41,4,0,0.39,200,TRUE,200,low,0
Cooking Essentials,24 Mantra Organic Puffed Rice,0.4,2,6,0.39,200,FALSE,200,low,1200
Munchies,24 Mantra Organic Puffed Rice,0.4,2,6,0.39,200,FALSE,200,low,1200
"Dairy, Bread & Batter",Amul Lite Spread,0.4,2,5,0.39,100,FALSE,100,low,500
Beverages,Amul Lite Spread,0.4,2,5,0.39,100,FALSE,100,low,500
Packaged Food,Amul Lite Spread,0.4,2,5,0.39,100,FALSE,100,low,500
Ice Cream & Desserts,Amul Lite Spread,0.4,2,5,0.39,100,FALSE,100,low,500
Chocolates & Candies,Amul Lite Spread,0.4,2,5,0.39,100,FALSE,100,low,500
Packaged Food,Bambino Popular Vermicelli ,0.4,2,3,0.39,400,FALSE,400,low,1200
Ice Cream & Desserts,Bambino Popular Vermicelli ,0.4,2,3,0.39,400,FALSE,400,low,1200
Chocolates & Candies,Bambino Popular Vermicelli ,0.4,2,3,0.39,400,FALSE,400,low,1200
Biscuits,Britannia Good Day Cashew Cookies Packet,0.4,5,0,0.38,200,TRUE,200,low,0
"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,0.4,0,4,0.4,450,FALSE,450,low,1800
Beverages,Britannia Healthy Slice Sandwich Bread,0.4,0,4,0.4,450,FALSE,450,low,1800
Home & Cleaning,Chakaachak Mini Cloth Brush,0.4,2,1,0.39,58,FALSE,1,low,58
Health & Hygiene,Epigamia Fruit Yogurt Alphonso Mango,0.4,50,6,0.2,75,FALSE,75,low,450
Health & Hygiene,Epigamia Fruit Yogurt Strawberry,0.4,50,0,0.2,75,TRUE,75,low,0
Health & Hygiene,Epigamia Fruit Yogurt Vanilla,0.4,50,6,0.2,75,FALSE,75,low,450
Cooking Essentials,Everest Powder - Egg Curry Masala,0.4,2,6,0.39,50,FALSE,50,low,300
Munchies,Everest Powder - Egg Curry Masala,0.4,2,6,0.39,50,FALSE,50,low,300
"Meats, Fish & Eggs",Everest Powder - Egg Curry Masala,0.4,2,6,0.39,50,FALSE,50,low,300
Home & Cleaning,Fevistik Super Glue Stick,0.4,2,6,0.39,15,FALSE,15,low,90
Health & Hygiene,Iodex Body Pain Expert ,0.4,2,6,0.39,8,FALSE,8,low,48
Packaged Food,Maggi Magic Cubes Chicken,0.4,2,0,0.39,40,TRUE,40,low,0
Ice Cream & Desserts,Maggi Magic Cubes Chicken,0.4,2,0,0.39,40,TRUE,40,low,0
Chocolates & Candies,Maggi Magic Cubes Chicken,0.4,2,0,0.39,40,TRUE,40,low,0
Cooking Essentials,Maggi Magic Cubes Extra Chicken,0.4,2,6,0.39,48,FALSE,48,low,288
Munchies,Maggi Magic Cubes Extra Chicken,0.4,2,6,0.39,48,FALSE,48,low,288
Cooking Essentials,Parachute Oil ,0.4,7,3,0.37,100,FALSE,100,low,300
Munchies,Parachute Oil ,0.4,7,3,0.37,100,FALSE,100,low,300
Biscuits,Patanjali Atta Doodh Rusk,0.4,0,0,0.4,300,TRUE,300,low,0
Cooking Essentials,Popular Essentials Brown Sugar,0.4,0,0,0.4,500,TRUE,500,low,0
Munchies,Popular Essentials Brown Sugar,0.4,0,0,0.4,500,TRUE,500,low,0
Cooking Essentials,Popular Essentials Guntur Chilli Stemless,0.4,2,2,0.39,100,FALSE,100,low,200
Munchies,Popular Essentials Guntur Chilli Stemless,0.4,2,2,0.39,100,FALSE,100,low,200
Cooking Essentials,Popular Essentials Horse Gram,0.4,10,4,0.36,500,FALSE,500,low,2000
Munchies,Popular Essentials Horse Gram,0.4,10,4,0.36,500,FALSE,500,low,2000
Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,0.4,5,3,0.38,100,FALSE,100,low,300
Munchies,Popular Essentials Jeera/Cumin Seeds,0.4,5,3,0.38,100,FALSE,100,low,300
Cooking Essentials,Popular Essentials Nylon Til,0.4,2,6,0.39,100,FALSE,100,low,600
Munchies,Popular Essentials Nylon Til,0.4,2,6,0.39,100,FALSE,100,low,600
Cooking Essentials,Popular Essentials White Til,0.4,5,1,0.38,100,FALSE,100,low,100
Munchies,Popular Essentials White Til,0.4,5,1,0.38,100,FALSE,100,low,100
Packaged Food,Smith & Jones Pink Pasta Sauce Mix,0.4,0,4,0.4,46,FALSE,46,low,184
Ice Cream & Desserts,Smith & Jones Pink Pasta Sauce Mix,0.4,0,4,0.4,46,FALSE,46,low,184
Chocolates & Candies,Smith & Jones Pink Pasta Sauce Mix,0.4,0,4,0.4,46,FALSE,46,low,184
Packaged Food,Smith & Jones Red Pasta Sauce Mix,0.4,0,6,0.4,46,FALSE,46,low,276
Ice Cream & Desserts,Smith & Jones Red Pasta Sauce Mix,0.4,0,6,0.4,46,FALSE,46,low,276
Chocolates & Candies,Smith & Jones Red Pasta Sauce Mix,0.4,0,6,0.4,46,FALSE,46,low,276
Packaged Food,Smith & Jones White Pasta Sauce Mix,0.4,0,3,0.4,46,FALSE,46,low,138
Ice Cream & Desserts,Smith & Jones White Pasta Sauce Mix,0.4,0,3,0.4,46,FALSE,46,low,138
Chocolates & Candies,Smith & Jones White Pasta Sauce Mix,0.4,0,3,0.4,46,FALSE,46,low,138
Cooking Essentials,Suhana Paneer Tikka Masala Mix,0.4,5,6,0.38,50,FALSE,50,low,300
Munchies,Suhana Paneer Tikka Masala Mix,0.4,5,6,0.38,50,FALSE,50,low,300
Cooking Essentials,Tata Salt Lite,0.4,10,6,0.36,1000,FALSE,1,low,6000
Munchies,Tata Salt Lite,0.4,10,6,0.36,1000,FALSE,1,low,6000
"Dairy, Bread & Batter",The Bake Shop Foot Long,0.4,0,1,0.4,200,FALSE,200,low,200
Beverages,The Bake Shop Foot Long,0.4,0,1,0.4,200,FALSE,200,low,200
"Dairy, Bread & Batter",The Bake Shop Whole Wheat Bread,0.4,0,0,0.4,400,TRUE,400,low,0
Beverages,The Bake Shop Whole Wheat Bread,0.4,0,0,0.4,400,TRUE,400,low,0
"Dairy, Bread & Batter",The Bake Shop Whole Wheat Ladi Pav,0.4,0,0,0.4,200,TRUE,200,low,0
Beverages,The Bake Shop Whole Wheat Ladi Pav,0.4,0,0,0.4,200,TRUE,200,low,0
Packaged Food,Unibic Almond & Oats Protein Bar,0.4,17,4,0.33,30,FALSE,30,low,120
Ice Cream & Desserts,Unibic Almond & Oats Protein Bar,0.4,17,4,0.33,30,FALSE,30,low,120
Chocolates & Candies,Unibic Almond & Oats Protein Bar,0.4,17,4,0.33,30,FALSE,30,low,120
Packaged Food,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,0.4,17,6,0.33,30,FALSE,30,low,180
Ice Cream & Desserts,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,0.4,17,6,0.33,30,FALSE,30,low,180
Chocolates & Candies,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,0.4,17,6,0.33,30,FALSE,30,low,180
Biscuits,"Unibic Snack Bar - Multigrain, Choco",0.4,17,6,0.33,30,FALSE,30,low,180
Packaged Food,Yoga Bar Multigrain Energy Bar Nuts And Seeds,0.4,12,4,0.35,38,FALSE,38,low,152
Ice Cream & Desserts,Yoga Bar Multigrain Energy Bar Nuts And Seeds,0.4,12,4,0.35,38,FALSE,38,low,152
Chocolates & Candies,Yoga Bar Multigrain Energy Bar Nuts And Seeds,0.4,12,4,0.35,38,FALSE,38,low,152
Health & Hygiene,Zandu Balm,0.4,10,4,0.36,8,FALSE,8,low,32
Cooking Essentials,Everest Chicken Masala,0.39,2,1,0.38,50,FALSE,50,low,50
Munchies,Everest Chicken Masala,0.39,2,1,0.38,50,FALSE,50,low,50
Cooking Essentials,Everest Tandoori Chicken Masala,0.39,2,5,0.38,50,FALSE,50,low,250
Munchies,Everest Tandoori Chicken Masala,0.39,2,5,0.38,50,FALSE,50,low,250
"Meats, Fish & Eggs",Everest Tandoori Chicken Masala,0.39,2,5,0.38,50,FALSE,50,low,250
Cooking Essentials,Satyam Thin Poha Patla,0.38,7,0,0.35,500,TRUE,500,low,0
Munchies,Satyam Thin Poha Patla,0.38,7,0,0.35,500,TRUE,500,low,0
Fruits & Vegetables,Sweet Potato ,0.38,15,3,0.32,500,FALSE,500,low,1500
Cooking Essentials,Everest Kitchen King Masala,0.37,2,6,0.36,50,FALSE,50,low,300
Munchies,Everest Kitchen King Masala,0.37,2,6,0.36,50,FALSE,50,low,300
Cooking Essentials,Everest Pav Bhaji Masala,0.37,10,4,0.33,50,FALSE,50,low,200
Munchies,Everest Pav Bhaji Masala,0.37,10,4,0.33,50,FALSE,50,low,200
Cooking Essentials,Pillsbury Vanilla Custard Powder,0.37,2,6,0.36,100,FALSE,100,low,600
Munchies,Pillsbury Vanilla Custard Powder,0.37,2,6,0.36,100,FALSE,100,low,600
Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,0.37,0,6,0.37,100,FALSE,100,low,600
Munchies,Weikfield Vanilla Flavoured Custard Powder,0.37,0,6,0.37,100,FALSE,100,low,600
Fruits & Vegetables,Zama Organics Sweet Potato,0.37,16,3,0.31,250,FALSE,250,low,750
Fruits & Vegetables,Broccoli,0.36,16,3,0.3,500,FALSE,500,low,1500
Fruits & Vegetables,Coconut Big,0.36,16,3,0.3,58,FALSE,1,low,174
Fruits & Vegetables,Sweet Corn,0.36,16,3,0.3,116,FALSE,2,low,348
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",0.35,2,6,0.34,48,FALSE,48,low,288
Munchies,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",0.35,2,6,0.34,48,FALSE,48,low,288
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala""",0.35,2,1,0.34,40,FALSE,40,low,40
Munchies,"""Maggi Magic Cubes, Vegetarian Masala""",0.35,2,1,0.34,40,FALSE,40,low,40
Cooking Essentials,24 Mantra Turmeric Powder,0.35,2,6,0.34,100,FALSE,100,low,600
Munchies,24 Mantra Turmeric Powder,0.35,2,6,0.34,100,FALSE,100,low,600
Fruits & Vegetables,Baby Corn Peeled,0.35,17,3,0.29,250,FALSE,250,low,750
Biscuits,Britannia Bourbon Chocolate Cream Biscuits,0.35,2,0,0.34,150,TRUE,150,low,0
"Dairy, Bread & Batter",Britannia Cheese Garlic Bread,0.35,0,0,0.35,300,TRUE,300,low,0
Beverages,Britannia Cheese Garlic Bread,0.35,0,0,0.35,300,TRUE,300,low,0
Biscuits,Britannia Nutri Choice Cracker Sugar Free Biscuit,0.35,0,0,0.35,300,TRUE,300,low,0
Biscuits,Britannia Pure Magic - Chocolush,0.35,2,6,0.34,100,FALSE,100,low,600
Biscuits,Britannia Pure Magic Vanilla Creme Biscuit,0.35,17,4,0.29,100,FALSE,100,low,400
Biscuits,Britannia Toastea Premium Bake Rusk,0.35,0,3,0.35,182,FALSE,182,low,546
Home & Cleaning,Chakaachak Super Scrub Pad (Pack of 3),0.35,2,2,0.34,174,FALSE,3,low,348
Cooking Essentials,Everest Chaat Masala,0.35,2,1,0.34,50,FALSE,50,low,50
Munchies,Everest Chaat Masala,0.35,2,1,0.34,50,FALSE,50,low,50
Cooking Essentials,Flying Bird Vanilla Essence,0.35,2,6,0.34,20,FALSE,20,low,120
Munchies,Flying Bird Vanilla Essence,0.35,2,6,0.34,20,FALSE,20,low,120
Home & Cleaning,Gala Scrubber Cleaner Home Everyday Scrub,0.35,2,6,0.34,58,FALSE,1,low,348
"Dairy, Bread & Batter",iD Curd Pouch,0.35,2,6,0.34,400,FALSE,400,low,2400
Beverages,iD Curd Pouch,0.35,2,6,0.34,400,FALSE,400,low,2400
Personal Care,Lux International Creamy White Soap Bar,0.35,2,6,0.34,75,FALSE,75,low,450
Paan Corner,Lux International Creamy White Soap Bar,0.35,2,6,0.34,75,FALSE,75,low,450
Fruits & Vegetables,Mixed Sprouts,0.35,17,3,0.29,200,FALSE,200,low,600
Fruits & Vegetables,Moong Sprouts,0.35,17,0,0.29,200,TRUE,200,low,0
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,0.35,2,6,0.34,200,FALSE,200,low,1200
Beverages,Nestle A+ Nourish Dahi,0.35,2,6,0.34,200,FALSE,200,low,1200
Biscuits,Open Secret Choco Almond Tiffin Pack,0.35,22,3,0.27,25,FALSE,25,low,75
Biscuits,Open Secret White Choco Tiffin Pack,0.35,22,1,0.27,25,FALSE,25,low,25
Biscuits,Parle Fab! Jam-In Cream Filled ,0.35,2,0,0.34,150,TRUE,150,low,0
Biscuits,Parle Milano Mixed Berries Cookies,0.35,2,3,0.34,75,FALSE,75,low,225
Packaged Food,Pedigree Puppy Chicken Chunks in Gravy ,0.35,2,0,0.34,70,TRUE,70,low,0
Ice Cream & Desserts,Pedigree Puppy Chicken Chunks in Gravy ,0.35,2,0,0.34,70,TRUE,70,low,0
Chocolates & Candies,Pedigree Puppy Chicken Chunks in Gravy ,0.35,2,0,0.34,70,TRUE,70,low,0
Cooking Essentials,Popular Essentials Bansi Sooji,0.35,2,3,0.34,500,FALSE,500,low,1500
Munchies,Popular Essentials Bansi Sooji,0.35,2,3,0.34,500,FALSE,500,low,1500
Cooking Essentials,Popular Essentials Broken Wheat/Daliya,0.35,2,6,0.34,500,FALSE,500,low,3000
Munchies,Popular Essentials Broken Wheat/Daliya,0.35,2,6,0.34,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Chiroti Sooji,0.35,2,6,0.34,500,FALSE,500,low,3000
Munchies,Popular Essentials Chiroti Sooji,0.35,2,6,0.34,500,FALSE,500,low,3000
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),0.35,5,6,0.33,25,FALSE,25,low,150
Munchies,Popular Essentials Cinnamon Whole (Dalchini),0.35,5,6,0.33,25,FALSE,25,low,150
Fruits & Vegetables,Potato,0.35,17,3,0.29,1000,FALSE,1,low,3000
Cooking Essentials,Satyam Poha Jada,0.35,8,0,0.32,500,TRUE,500,low,0
Munchies,Satyam Poha Jada,0.35,8,0,0.32,500,TRUE,500,low,0
Biscuits,Sunfeast Dark Fantasy Bourbon Bliss,0.35,17,0,0.29,150,TRUE,150,low,0
Biscuits,Sunfeast Dark Fantasy Bourbon Bliss,0.35,0,0,0.35,150,TRUE,150,low,0
Biscuits,Sunfeast Dark Fantasy Choco Fills,0.35,8,0,0.32,75,TRUE,75,low,0
Cooking Essentials,Tata Tea Gold,0.35,0,0,0.35,100,TRUE,200,low,0
Munchies,Tata Tea Gold,0.35,0,0,0.35,100,TRUE,200,low,0
Fruits & Vegetables,Tomato Cherry ,0.35,17,3,0.29,200,FALSE,200,low,600
Packaged Food,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,0.35,2,2,0.34,85,FALSE,85,low,170
Ice Cream & Desserts,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,0.35,2,2,0.34,85,FALSE,85,low,170
Chocolates & Candies,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,0.35,2,2,0.34,85,FALSE,85,low,170
Packaged Food,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,0.35,5,2,0.33,85,FALSE,85,low,170
Ice Cream & Desserts,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,0.35,5,2,0.33,85,FALSE,85,low,170
Chocolates & Candies,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,0.35,5,2,0.33,85,FALSE,85,low,170
Fruits & Vegetables,Zucchini Green,0.35,17,3,0.29,250,FALSE,250,low,750
Cooking Essentials,Everest Sambhar Masala,0.34,2,0,0.33,50,TRUE,50,low,0
Munchies,Everest Sambhar Masala,0.34,2,0,0.33,50,TRUE,50,low,0
Fruits & Vegetables,Beans French,0.33,15,3,0.28,250,FALSE,250,low,750
"Dairy, Bread & Batter",Britannia Sandwich White Bread,0.33,0,4,0.33,350,FALSE,350,low,1400
Beverages,Britannia Sandwich White Bread,0.33,0,4,0.33,350,FALSE,350,low,1400
Home & Cleaning,Dettol Antiseptic Liquid,0.33,0,4,0.33,60,FALSE,60,low,240
Health & Hygiene,Dettol Antiseptic Liquid,0.33,0,4,0.33,60,FALSE,60,low,240
Cooking Essentials,Everest Chole Masala,0.33,3,1,0.32,50,FALSE,50,low,50
Munchies,Everest Chole Masala,0.33,3,1,0.32,50,FALSE,50,low,50
Cooking Essentials,Everest Rajma Masala,0.33,3,5,0.32,50,FALSE,50,low,250
Munchies,Everest Rajma Masala,0.33,3,5,0.32,50,FALSE,50,low,250
Personal Care,"Godrej Expert Rich Crème, Burgundy",0.33,0,6,0.33,20,FALSE,20,low,120
Paan Corner,"Godrej Expert Rich Crème, Burgundy",0.33,0,6,0.33,20,FALSE,20,low,120
Cooking Essentials,Weikfield Baking Powder,0.33,3,6,0.32,100,FALSE,100,low,600
Munchies,Weikfield Baking Powder,0.33,3,6,0.32,100,FALSE,100,low,600
Fruits & Vegetables,Amla,0.32,15,3,0.27,250,FALSE,250,low,750
Biscuits,Britannia 50-50 Maska Chaska Biscuits,0.32,3,6,0.31,120,FALSE,120,low,720
Packaged Food,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,0.32,0,3,0.32,150,FALSE,150,low,450
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,0.32,0,3,0.32,150,FALSE,150,low,450
Chocolates & Candies,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,0.32,0,3,0.32,150,FALSE,150,low,450
Fruits & Vegetables,Coccinia,0.32,15,3,0.27,250,FALSE,250,low,750
Cooking Essentials,Everest Coriander Powder,0.32,3,0,0.31,100,TRUE,100,low,0
Munchies,Everest Coriander Powder,0.32,3,0,0.31,100,TRUE,100,low,0
Personal Care,Whisper Choice Sanitary Pad ,0.32,9,0,0.29,406,TRUE,7,low,0
Paan Corner,Whisper Choice Sanitary Pad ,0.32,9,0,0.29,406,TRUE,7,low,0
Health & Hygiene,Whisper Choice Sanitary Pad ,0.32,9,0,0.29,406,TRUE,7,low,0
Cooking Essentials,Everest Pani Puri Masala,0.31,3,6,0.3,50,FALSE,50,low,300
Munchies,Everest Pani Puri Masala,0.31,3,6,0.3,50,FALSE,50,low,300
"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,0.31,0,4,0.31,500,FALSE,500,low,2000
Beverages,Mother Dairy Ultra Full Cream Milk,0.31,0,4,0.31,500,FALSE,500,low,2000
Packaged Food,Mothers Recipe Papad - Sabudana With Rock Salt,0.31,9,0,0.28,70,TRUE,70,low,0
Ice Cream & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,0.31,9,0,0.28,70,TRUE,70,low,0
Chocolates & Candies,Mothers Recipe Papad - Sabudana With Rock Salt,0.31,9,0,0.28,70,TRUE,70,low,0
Packaged Food,Mother's Recipe Potato Papad,0.31,9,0,0.28,70,TRUE,75,low,0
Ice Cream & Desserts,Mother's Recipe Potato Papad,0.31,9,0,0.28,70,TRUE,75,low,0
Chocolates & Candies,Mother's Recipe Potato Papad,0.31,9,0,0.28,70,TRUE,75,low,0
Biscuits,Baker Street Suji Rusk Large Pack,0.3,10,6,0.27,200,FALSE,200,low,1200
Fruits & Vegetables,Beans Cluster,0.3,16,3,0.25,250,FALSE,250,low,750
"Dairy, Bread & Batter",Britannia Atta Kulcha,0.3,0,0,0.3,250,TRUE,250,low,0
Beverages,Britannia Atta Kulcha,0.3,0,0,0.3,250,TRUE,250,low,0
"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,0.3,0,0,0.3,200,TRUE,200,low,0
Beverages,Britannia Burger Bun with Sesame Seed,0.3,0,0,0.3,200,TRUE,200,low,0
Biscuits,Britannia Good Day Choco Chip Cookies,0.3,3,6,0.29,100,FALSE,100,low,600
Biscuits,Britannia Good Day Nut Cookies,0.3,0,6,0.3,120,FALSE,120,low,720
Biscuits,Britannia Marie Gold Biscuits Packet,0.3,0,0,0.3,250,TRUE,250,low,0
Biscuits,Britannia Treat Burst Choco Creme Fills,0.3,0,3,0.3,120,FALSE,120,low,360
Biscuits,Cadbury Chocobakes Chocolate Filled Cookies ,0.3,0,5,0.3,75,FALSE,75,low,375
Biscuits,"Cadbury Oreo Creme Biscuit - Vanilla, Original 120 g",0.3,3,0,0.29,120,TRUE,120,low,0
Biscuits,Cadbury Oreo Strawberry Bicuits,0.3,3,0,0.29,120,TRUE,120,low,0
Fruits & Vegetables,Chilli Bhaji,0.3,16,3,0.25,250,FALSE,250,low,750
Packaged Food,Ching's Secret Just Soak - Veg Hakka Noodles,0.3,0,5,0.3,150,FALSE,150,low,750
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,0.3,0,5,0.3,150,FALSE,150,low,750
Chocolates & Candies,Ching's Secret Just Soak - Veg Hakka Noodles,0.3,0,5,0.3,150,FALSE,150,low,750
Personal Care,Colgate Kids 0-2 Extra Soft Tooth Brush,0.3,16,6,0.25,58,FALSE,1,low,348
Paan Corner,Colgate Kids 0-2 Extra Soft Tooth Brush,0.3,16,6,0.25,58,FALSE,1,low,348
Home & Cleaning,Dettol Antiseptic Liquid,0.3,0,0,0.3,60,TRUE,60,low,0
Health & Hygiene,Dettol Antiseptic Liquid,0.3,0,0,0.3,60,TRUE,60,low,0
"Dairy, Bread & Batter",Epigamia Misti Doi,0.3,0,6,0.3,85,FALSE,85,low,510
Beverages,Epigamia Misti Doi,0.3,0,6,0.3,85,FALSE,85,low,510
Cooking Essentials,Everest Cumin Powder (Jeera),0.3,3,0,0.29,50,TRUE,50,low,0
Munchies,Everest Cumin Powder (Jeera),0.3,3,0,0.29,50,TRUE,50,low,0
Cooking Essentials,Everest Sabji Masala,0.3,3,6,0.29,50,FALSE,50,low,300
Munchies,Everest Sabji Masala,0.3,3,6,0.29,50,FALSE,50,low,300
Personal Care,Godrej Expert Creme Hair Natural Brown Colour ,0.3,0,6,0.3,20,FALSE,20,low,120
Paan Corner,Godrej Expert Creme Hair Natural Brown Colour ,0.3,0,6,0.3,20,FALSE,20,low,120
Personal Care,"Godrej Expert Rich Crème, Dark Brown",0.3,0,4,0.3,20,FALSE,20,low,80
Paan Corner,"Godrej Expert Rich Crème, Dark Brown",0.3,0,4,0.3,20,FALSE,20,low,80
Personal Care,"Godrej Expert Rich Crème, Natural Black",0.3,0,6,0.3,20,FALSE,20,low,120
Paan Corner,"Godrej Expert Rich Crème, Natural Black",0.3,0,6,0.3,20,FALSE,20,low,120
Personal Care,Lifebuoy Germ Protection Care Soap Bar,0.3,3,3,0.29,100,FALSE,125,low,300
Paan Corner,Lifebuoy Germ Protection Care Soap Bar,0.3,3,3,0.29,100,FALSE,125,low,300
Biscuits,McVitie's Butter Cookies,0.3,10,6,0.27,200,FALSE,200,low,1200
Biscuits,McVitie's Marie biscuits with Goodness of Calcium,0.3,0,6,0.3,250,FALSE,250,low,1500
Fruits & Vegetables,Methi,0.3,16,3,0.25,250,FALSE,250,low,750
"Dairy, Bread & Batter",Mother Dairy Classic Curd,0.3,3,6,0.29,400,FALSE,400,low,2400
Beverages,Mother Dairy Classic Curd,0.3,3,6,0.29,400,FALSE,400,low,2400
Home & Cleaning,Om Bhakti Gangajal Packed At Gangotri,0.3,3,6,0.29,220,FALSE,220,low,1320
Biscuits,Parle Fab Bourbon,0.3,0,3,0.3,150,FALSE,150,low,450
Biscuits,Parle Fab!o Vanilla Creme Sandwich Biscuit,0.3,3,6,0.29,120,FALSE,120,low,720
Biscuits,Parle Hide & Seek Choco Rolls,0.3,0,1,0.3,75,FALSE,75,low,75
Biscuits,Parle Hide & Seek Cookies With Added Almonds,0.3,3,1,0.29,100,FALSE,100,low,100
Cooking Essentials,Popular Essentials Cooking Soda,0.3,10,6,0.27,200,FALSE,200,low,1200
Munchies,Popular Essentials Cooking Soda,0.3,10,6,0.27,200,FALSE,200,low,1200
Cooking Essentials,Popular Essentials Idli Sooji ,0.3,6,6,0.28,500,FALSE,500,low,3000
Munchies,Popular Essentials Idli Sooji ,0.3,6,6,0.28,500,FALSE,500,low,3000
Fruits & Vegetables,Pumpkin Cut,0.3,16,3,0.25,200,FALSE,200,low,600
Fruits & Vegetables,Ridge Gourd,0.3,16,3,0.25,500,FALSE,500,low,1500
Fruits & Vegetables,Sapota,0.3,16,3,0.25,348,FALSE,6,low,1044
Home & Cleaning,Shubh kart - Nirmal sugandhi mogra wet dhoop zipper 20 sticks,0.3,6,6,0.28,1160,FALSE,20,medium,6960
Home & Cleaning,Shubh kart - Tejas Twisted Cotton Wicks 1000n,0.3,6,6,0.28,1000,FALSE,1000,low,6000
Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,0.3,3,0,0.29,406,TRUE,7,low,0
Paan Corner,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,0.3,3,0,0.29,406,TRUE,7,low,0
Health & Hygiene,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,0.3,3,0,0.29,406,TRUE,7,low,0
Personal Care,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,0.3,3,6,0.29,406,FALSE,7,low,2436
Paan Corner,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,0.3,3,6,0.29,406,FALSE,7,low,2436
Health & Hygiene,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,0.3,3,6,0.29,406,FALSE,7,low,2436
Biscuits,Sunfeast Mom's Magic Cashew & Almond Cookies Packet,0.3,10,3,0.27,200,FALSE,200,low,600
Biscuits,Sunfeast Mom's Magic Rich Butter Cookies,0.3,10,6,0.27,200,FALSE,200,low,1200
Fruits & Vegetables,Sweet Lime,0.3,16,3,0.25,116,FALSE,2,low,348
"Dairy, Bread & Batter",The Bake Shop Pizza Base,0.3,0,1,0.3,150,FALSE,150,low,150
Beverages,The Bake Shop Pizza Base,0.3,0,1,0.3,150,FALSE,150,low,150
"Dairy, Bread & Batter",The Bake Shop Pizza Base Whole Wheat,0.3,0,0,0.3,150,TRUE,150,low,0
Beverages,The Bake Shop Pizza Base Whole Wheat,0.3,0,0,0.3,150,TRUE,150,low,0
